iter	Logloss
207	0.2439584496
208	0.2439216464
209	0.2438826909
210	0.2438243722
211	0.2437862088
212	0.2437323493
213	0.2436738411
214	0.2436422796
215	0.2436074838
216	0.2435925081
217	0.2435915412
218	0.2435653486
219	0.243507413
220	0.2434705493
221	0.2434100878
222	0.243373263
223	0.2433436634
224	0.2433157628
225	0.2432668171
226	0.2432062302
227	0.2431480109
228	0.2430899158
229	0.2430552906
230	0.2430252521
231	0.2429747497
232	0.2429241089
233	0.2428623081
234	0.2428079906
235	0.2427784457
236	0.2427231657
237	0.2426799111
238	0.2426508265
239	0.2426034193
240	0.242558407
241	0.2425574505
242	0.242516261
243	0.2424903955
244	0.2424468262
245	0.2424133855
246	0.2423632462
247	0.2423054539
248	0.2422538466
249	0.242200565
250	0.2421538099
251	0.2421001613
252	0.2420584423
253	0.2420143907
254	0.2419643043
255	0.2419205327
256	0.241882214
257	0.2418395029
258	0.2418387856
259	0.2418047378
260	0.2417551016
261	0.2416986012
262	0.2416323472
263	0.2415944027
264	0.2415531326
265	0.2415075363
266	0.2414470089
267	0.2414122019
268	0.2413796014
269	0.241352532
270	0.2413140561
271	0.2412744388
272	0.2412438221
273	0.2411921845
274	0.2411403411
275	0.2410857389
276	0.2410203732
277	0.2409602599
278	0.2409273661
279	0.2408652592
280	0.2408178718
281	0.2407750174
282	0.240747431
283	0.2406920828
284	0.2406451228
285	0.2406119278
286	0.240575045
287	0.2405291563
288	0.2404919083
289	0.2404692872
290	0.2404685464
291	0.2404504244
292	0.2404149366
293	0.2403717827
294	0.2403489221
295	0.2403125709
296	0.2402669295
297	0.2402246961
298	0.2401933396
299	0.2401519026
300	0.2401071944
301	0.2400596842
302	0.240030555
303	0.2400003091
304	0.239966287
305	0.2399310215
306	0.2398903593
307	0.2398477862
308	0.2398220042
309	0.2397907046
310	0.2397505398
311	0.239723604
312	0.2396870931
313	0.2396343715
314	0.2396067107
315	0.2395844521
316	0.2395492641
317	0.2395121113
318	0.2394950522
319	0.2394475342
320	0.2394086991
321	0.2393891289
322	0.2393440472
323	0.2393013856
324	0.2392566667
325	0.2392375894
326	0.239215
327	0.2392123537
328	0.2391757892
329	0.2391357883
330	0.2390955594
331	0.2390433505
332	0.239005813
333	0.2389624049
334	0.2389419382
335	0.2388885013
336	0.2388442823
337	0.2387959213
338	0.2387649456
339	0.2387222435
340	0.2386773171
341	0.2386411982
342	0.2385769681
343	0.2385428346
344	0.2385143985
345	0.2384740861
346	0.2384438473
347	0.2384186842
348	0.2384155084
349	0.2383846175
350	0.2383458655
351	0.238313843
352	0.2382719501
353	0.2382388468
354	0.2381940292
355	0.2381601656
356	0.2381045205
357	0.2380592293
358	0.2380297631
359	0.2380014601
360	0.2379581476
361	0.2379077339
362	0.2378690909
363	0.2378281197
364	0.2377801024
365	0.2377154405
366	0.2376796456
367	0.2376465495
368	0.2376228998
369	0.2375906384
370	0.2375398497
371	0.2374951426
372	0.2374480931
373	0.2374169353
374	0.2373855055
375	0.2373583948
376	0.2373121366
377	0.2373115595
378	0.2372808492
379	0.2372429748
380	0.2372022112
381	0.2371765663
382	0.2371376518
383	0.2370810749
384	0.2370527916
385	0.2370080289
386	0.2369671917
387	0.2369414891
388	0.2369196789
389	0.2368759917
390	0.236833632
391	0.2367847218
392	0.2367489803
393	0.2367228372
394	0.236680119
395	0.2366515247
396	0.2366244887
397	0.2365912312
398	0.2365564585
399	0.2365334376
400	0.2364909255
401	0.2364519285
402	0.2364134527
403	0.2363857545
404	0.2363482869
405	0.2363156007
406	0.2362844061
407	0.2362840084
408	0.2362340495
409	0.2362092402
410	0.2361892807
411	0.2361536915
412	0.2361060009
413	0.2360695754
414	0.2360459041
415	0.2360294084
416	0.2359841325
417	0.23595807
418	0.2359325089
419	0.2358959962
420	0.2358685343
421	0.2358282932
422	0.2357715775
423	0.2357151965
424	0.2356883325
425	0.2356722502
426	0.2356543471
427	0.235608608
428	0.2355723498
429	0.2355290473
430	0.2354903192
431	0.2354541047
432	0.2354120425
433	0.2353932035
434	0.2353384629
435	0.235308529
436	0.2352836873
437	0.2352488502
438	0.2352021841
439	0.2351586767
440	0.2351198519
441	0.2350871082
442	0.2350384904
443	0.2350105578
444	0.2349786811
445	0.2349483999
446	0.2349427347
447	0.2349234416
448	0.2348675713
449	0.2348224671
450	0.2347961684
451	0.2347668629
452	0.2347407557
453	0.2347063351
454	0.2346832581
455	0.2346460214
456	0.2346169532
457	0.2345989422
458	0.2345670332
459	0.234510121
460	0.2345095413
461	0.2344714394
462	0.2344341032
463	0.2343980202
464	0.2343595871
465	0.2343193413
466	0.2342736146
467	0.2342608882
468	0.2342377886
469	0.2342006345
470	0.2341656422
471	0.2341378793
472	0.2341147802
473	0.2340893282
474	0.2340714691
475	0.2340099252
476	0.2339915394
477	0.2339647903
478	0.233911654
479	0.2338832517
480	0.2338828514
481	0.2338664864
482	0.2338326757
483	0.2338134141
484	0.2337955725
485	0.2337614982
486	0.2337380027
487	0.2337131972
488	0.2336890645
489	0.2336500584
490	0.2336094795
491	0.2335684749
492	0.2335400367
493	0.2335180473
494	0.233459246
495	0.2334133099
496	0.2333638008
497	0.2333241236
498	0.2333043233
499	0.2332921624
500	0.2332594854
501	0.2332094356
502	0.2331755116
503	0.2331377376
504	0.2331195326
505	0.2330824826
506	0.2330452205
507	0.2330089937
508	0.2329733301
509	0.2329274082
510	0.2329018837
511	0.2328712735
512	0.2328354014
513	0.2328181618
514	0.2327690607
515	0.2327391911
516	0.2327054032
517	0.2326607564
518	0.2326413868
519	0.2326049443
520	0.2325795783
521	0.2325474942
522	0.2325100873
523	0.2324712951
524	0.2324264747
525	0.2323878587
526	0.23236662
527	0.2323477165
528	0.2323167059
529	0.2322856095
530	0.2322404614
531	0.2322016006
532	0.2321670944
533	0.2321212632
534	0.2321199324
535	0.2320870525
536	0.2320532233
537	0.2320180888
538	0.2319975335
539	0.2319600376
540	0.2319359751
541	0.2319033133
542	0.2318674429
543	0.2318317453
544	0.2317879257
545	0.2317846327
546	0.2317598153
547	0.2317194798
548	0.2317023287
549	0.2316861967
550	0.23164968
551	0.2316132648
552	0.2315861632
553	0.2315547821
554	0.2315137175
555	0.2314889801
556	0.2314438076
557	0.2314040487
558	0.2313670588
559	0.231320771
560	0.2312792461
561	0.2312348012
562	0.2312137185
563	0.2311858567
564	0.2311539721
565	0.2311311078
566	0.2310872549
567	0.2310469443
568	0.2310151253
569	0.2309772819
570	0.2309427794
571	0.2309067864
572	0.2308858804
573	0.2308455205
574	0.2308172091
575	0.2308047769
576	0.230760063
577	0.2307246571
578	0.2306971815
579	0.2306680621
580	0.2306531306
581	0.2306287157
582	0.2305954865
583	0.2305699448
584	0.2305300891
585	0.2304929665
586	0.2304672667
587	0.2304587548
588	0.2304465431
589	0.2304277658
590	0.2304274643
591	0.2303993637
592	0.230372293
593	0.2303414461
594	0.2303032793
595	0.230302042
596	0.2302855881
597	0.2302317665
598	0.2301915879
599	0.2301566012
600	0.2301395394
601	0.2301017525
602	0.2300829557
603	0.2300370215
604	0.2300064296
605	0.2299614139
606	0.2299299339
607	0.2298914508
608	0.2298587023
609	0.2298228515
610	0.2297768394
611	0.2297520569
612	0.2297082531
613	0.2296718385
614	0.2296312775
615	0.2296010514
616	0.2295574488
617	0.2295272254
618	0.2294984621
619	0.229460436
620	0.2294316832
621	0.2294148297
622	0.2293798923
623	0.2293429197
624	0.2293295937
625	0.2293077199
626	0.2292887953
627	0.2292510656
628	0.2292278591
629	0.2291983787
630	0.2291570591
631	0.2291297972
632	0.2291106951
633	0.2290821297
634	0.2290584696
635	0.2290286615
636	0.2289922069
637	0.2289794852
638	0.2289450692
639	0.2289089769
640	0.228900136
641	0.2288658743
642	0.2288110949
643	0.2287883972
644	0.2287486165
645	0.2287393053
646	0.2286995733
647	0.2286697673
648	0.2286357041
649	0.2285964383
650	0.2285609754
651	0.2285135218
652	0.2284860558
653	0.2284482307
654	0.2284197908
655	0.2283773762
656	0.2283439068
657	0.2283073013
658	0.2282937931
659	0.2282631974
660	0.2282430708
661	0.2282311551
662	0.2281989348
663	0.228166789
664	0.2281331194
665	0.2281233333
666	0.2281057716
667	0.2280822773
668	0.2280545578
669	0.2280179109
670	0.2279856573
671	0.2279573918
672	0.227930212
673	0.227886965
674	0.2278602638
675	0.2278224698
676	0.2278089281
677	0.2277663325
678	0.2277240395
679	0.227686718
680	0.2276661849
681	0.2276579674
682	0.2276252386
683	0.22756991
684	0.2275566006
685	0.2275150404
686	0.2274890264
687	0.2274499949
688	0.2274171781
689	0.2273908541
690	0.2273570888
691	0.2273394209
692	0.2273181576
693	0.2272856901
694	0.2272779709
695	0.227240032
696	0.2271997011
697	0.2271521596
698	0.2271301227
699	0.2270776967
700	0.2270392997
701	0.2270064786
702	0.2269859082
703	0.2269856016
704	0.226952075
705	0.2269228388
706	0.2269131658
707	0.2268772195
708	0.2268380234
709	0.2267945385
710	0.2267720166
711	0.2267479819
712	0.2267109459
713	0.2267035949
714	0.2266779867
715	0.2266432686
716	0.2266121841
717	0.2265637401
718	0.2265390924
719	0.2264958133
720	0.2264845028
721	0.2264592164
722	0.226438103
723	0.226400858
724	0.2263746927
725	0.226342257
726	0.2263035682
727	0.2262661362
728	0.226244197
729	0.2262257228
730	0.2261932012
731	0.2261614943
732	0.2261455951
733	0.2261233028
734	0.226094367
735	0.2260783537
736	0.2260411572
737	0.2260050678
738	0.2259838156
739	0.2259488742
740	0.2259099211
741	0.2258698431
742	0.2258210531
743	0.225788494
744	0.2257536648
745	0.2257278929
746	0.2256918277
747	0.225655777
748	0.2256251275
749	0.2255800033
750	0.2255374613
751	0.2255084905
752	0.2254861374
753	0.2254473011
754	0.2253991923
755	0.2253692696
756	0.2253319
757	0.2252938703
758	0.2252537543
759	0.2252232683
760	0.2251918281
761	0.2251553422
762	0.2251280242
763	0.22511313
764	0.2250650745
765	0.2250438758
766	0.2250140711
767	0.2249867335
768	0.2249678846
769	0.2249339149
770	0.2248943139
771	0.2248666383
772	0.2248218394
773	0.2247992666
774	0.2247591222
775	0.224738441
776	0.2247159288
777	0.2246970746
778	0.2246769097
779	0.2246661829
780	0.2246271217
781	0.2245965083
782	0.2245722219
783	0.2245448836
784	0.2244971182
785	0.2244819397
786	0.224449716
787	0.2244292161
788	0.2244058983
789	0.2243732098
790	0.2243482641
791	0.2243182666
792	0.2242968672
793	0.2242549335
794	0.2242116648
795	0.2241746129
796	0.2241338535
797	0.2241043671
798	0.2240569146
799	0.2240240435
800	0.2239954634
801	0.2239776644
802	0.2239395794
803	0.2239206535
804	0.223878594
805	0.2238578142
806	0.2238287069
807	0.2238002234
808	0.2237648387
809	0.2237434415
810	0.2237097924
811	0.2236834767
812	0.2236569879
813	0.2236154933
814	0.2235766256
815	0.2235438127
816	0.2235089591
817	0.2234903781
818	0.2234509611
819	0.2234060947
820	0.2233588974
821	0.2233315184
822	0.2232935523
823	0.2232761876
824	0.223250877
825	0.2231988375
826	0.2231806887
827	0.2231493742
828	0.2231106179
829	0.2230804111
830	0.2230533553
831	0.2230277096
832	0.2229948437
833	0.2229842544
834	0.2229480281
835	0.2228996355
836	0.2228826158
837	0.2228491133
838	0.2228279297
839	0.2227866348
840	0.2227308015
841	0.2227072551
842	0.2226800534
843	0.2226594362
844	0.2226425004
845	0.2225998365
846	0.2225784977
847	0.2225594124
848	0.2225327198
849	0.2224997375
850	0.2224512036
851	0.2224196986
852	0.2223824073
853	0.2223455385
854	0.2223176329
855	0.2222996151
856	0.2222618043
857	0.2222314709
858	0.2222089298
859	0.2221682163
860	0.2221501234
861	0.22210878
862	0.2220771213
863	0.2220617464
864	0.2220401556
865	0.2220105003
866	0.221988988
867	0.2219698021
868	0.2219362746
869	0.2219053875
870	0.2218649317
871	0.2218437315
872	0.2218206283
873	0.2218122634
874	0.2217898445
875	0.2217662092
876	0.2217434626
877	0.2217194388
878	0.22166696
879	0.2216259841
880	0.2215865823
881	0.2215430192
882	0.2215211615
883	0.2214830585
884	0.2214597845
885	0.2214546309
886	0.221410574
887	0.2213885184
888	0.221368794
889	0.2213387316
890	0.2213131298
891	0.2212845883
892	0.2212571563
893	0.2212228672
894	0.2212111036
895	0.2211830528
896	0.2211463409
897	0.2211244926
898	0.2211029908
899	0.2210734827
900	0.221034137
901	0.2209877663
902	0.2209551492
903	0.2209325467
904	0.2209276402
905	0.2209065639
906	0.220895396
907	0.2208870445
908	0.2208331818
909	0.2208059435
910	0.2207690855
911	0.2207419195
912	0.2206960898
913	0.2206640707
914	0.2206486228
915	0.2206295137
916	0.2206237524
917	0.2205982367
918	0.2205544878
919	0.2205231024
920	0.2205099792
921	0.2204817653
922	0.2204744675
923	0.2204429254
924	0.2204077252
925	0.2203674905
926	0.220327998
927	0.2202992871
928	0.220258721
929	0.2202211121
930	0.2201985248
931	0.2201697227
932	0.220151796
933	0.2201225803
934	0.2201002967
935	0.2200622191
936	0.2200353313
937	0.2199999973
938	0.2199777728
939	0.2199583473
940	0.2199262509
941	0.2198856083
942	0.2198539162
943	0.2198343227
944	0.21982933
945	0.2198121836
946	0.2197686835
947	0.219751698
948	0.2197222985
949	0.2196916239
950	0.2196600832
951	0.2196302179
952	0.2195924238
953	0.219567664
954	0.2195293482
955	0.2194980876
956	0.2194644275
957	0.2194504498
958	0.219450312
959	0.2194016805
960	0.2193735243
961	0.2193419547
962	0.2193072571
963	0.219281439
964	0.2192462964
965	0.2192219046
966	0.2192000636
967	0.2191565461
968	0.2191266184
969	0.2190865646
970	0.2190536722
971	0.2190271308
972	0.2190003746
973	0.2189860379
974	0.2189609389
975	0.2189400753
976	0.2189080042
977	0.2188676049
978	0.2188379372
979	0.2188154186
980	0.2187991461
981	0.2187797558
982	0.2187535752
983	0.2187170029
984	0.2187006511
985	0.2186967865
986	0.2186591306
987	0.2186460155
988	0.2186219986
989	0.218589056
990	0.2185724158
991	0.218542906
992	0.2185059506
993	0.2184749221
994	0.2184470484
995	0.2184164165
996	0.2183975234
997	0.2183949219
998	0.2183662861
999	0.2183364345
